,actual_target,new_model_prediction,new_model_probability,reference_prediction,reference_probability,new_model_correct,reference_correct,comparison_status
6484,0,1,0.6033333333333334,0,0.295,False,True,reference_only_correct
6485,0,1,0.5666666666666667,0,0.335,False,True,reference_only_correct
6486,0,0,0.47,1,0.73,True,False,new_model_only_correct
6487,0,0,0.44,1,0.7,True,False,new_model_only_correct
6488,0,1,0.58,0,0.26,False,True,reference_only_correct
6489,0,1,0.5366666666666666,0,0.255,False,True,reference_only_correct
6490,0,1,0.5766666666666667,0,0.285,False,True,reference_only_correct
6491,0,0,0.48,0,0.22,True,True,both_correct
6492,0,1,0.5733333333333334,0,0.245,False,True,reference_only_correct
6493,0,1,0.5266666666666666,0,0.2,False,True,reference_only_correct
6619,0,1,0.5533333333333333,0,0.305,False,True,reference_only_correct
6620,0,1,0.7666666666666667,1,0.835,False,False,both_wrong
6621,0,1,0.61,0,0.34,False,True,reference_only_correct
6622,0,0,0.4866666666666667,1,0.565,True,False,new_model_only_correct
6623,0,1,0.66,0,0.23,False,True,reference_only_correct
6716,0,1,0.56,0,0.36,False,True,reference_only_correct
6717,0,1,0.5966666666666667,0,0.315,False,True,reference_only_correct
6718,0,1,0.6366666666666667,0,0.285,False,True,reference_only_correct
6719,0,1,0.6166666666666667,0,0.26,False,True,reference_only_correct
6720,0,1,0.6033333333333334,0,0.185,False,True,reference_only_correct
6721,0,1,0.61,1,0.88,False,False,both_wrong
6722,0,0,0.2966666666666667,0,0.1075,True,True,both_correct
6723,0,0,0.21666666666666667,0,0.195,True,True,both_correct
6724,0,0,0.17,0,0.26,True,True,both_correct
6725,0,0,0.25,0,0.19,True,True,both_correct
6726,0,1,0.6366666666666667,1,0.74,False,False,both_wrong
6727,0,1,0.5333333333333333,0,0.31,False,True,reference_only_correct
6728,0,1,0.55,0,0.365,False,True,reference_only_correct
6729,0,0,0.48,0,0.295,True,True,both_correct
6730,0,1,0.75,0,0.19,False,True,reference_only_correct
6731,0,1,0.6533333333333333,1,0.89,False,False,both_wrong
6732,0,0,0.48,1,0.785,True,False,new_model_only_correct
6733,0,0,0.38666666666666666,0,0.305,True,True,both_correct
6734,0,0,0.5,0,0.19,True,True,both_correct
6834,0,1,0.73,0,0.32,False,True,reference_only_correct
6835,0,1,0.5933333333333334,1,0.76,False,False,both_wrong
6836,0,1,0.6,0,0.305,False,True,reference_only_correct
6837,0,1,0.58,0,0.315,False,True,reference_only_correct
6838,0,1,0.6166666666666667,0,0.335,False,True,reference_only_correct
6839,0,1,0.55,0,0.305,False,True,reference_only_correct
6840,0,1,0.53,0,0.275,False,True,reference_only_correct
6841,0,0,0.3333333333333333,0,0.165,True,True,both_correct
6842,0,0,0.35,0,0.21,True,True,both_correct
6843,0,1,0.545,0,0.242222222222,False,True,reference_only_correct
6844,0,0,0.30666666666666664,0,0.285,True,True,both_correct
6845,0,1,0.5266666666666666,0,0.175,False,True,reference_only_correct
6846,0,1,0.55,0,0.16,False,True,reference_only_correct
6847,0,1,0.58,0,0.33,False,True,reference_only_correct
6848,0,1,0.7066666666666667,1,0.8,False,False,both_wrong
6849,0,1,0.6866666666666666,1,0.76,False,False,both_wrong
6850,0,1,0.54,0,0.2,False,True,reference_only_correct
6851,0,1,0.7266666666666667,0,0.235,False,True,reference_only_correct
6852,0,1,0.7133333333333334,0,0.265,False,True,reference_only_correct
6853,0,0,0.4866666666666667,0,0.295,True,True,both_correct
6854,0,0,0.46,1,0.655,True,False,new_model_only_correct
6855,0,1,0.58,0,0.165,False,True,reference_only_correct
7050,0,1,0.6566666666666666,0,0.395,False,True,reference_only_correct
7051,0,1,0.5666666666666667,0,0.25,False,True,reference_only_correct
7052,0,1,0.6366666666666667,0,0.365,False,True,reference_only_correct
7127,0,1,0.5066666666666667,0,0.27,False,True,reference_only_correct
7128,0,1,0.5966666666666667,1,0.955,False,False,both_wrong
7129,0,1,0.53,0,0.205,False,True,reference_only_correct
7130,0,1,0.72,0,0.295,False,True,reference_only_correct
7131,0,1,0.6766666666666666,0,0.405,False,True,reference_only_correct
7132,0,1,0.6733333333333333,0,0.275,False,True,reference_only_correct
7133,0,1,0.6866666666666666,1,0.86,False,False,both_wrong
7134,0,1,0.5033333333333333,0,0.25,False,True,reference_only_correct
7135,0,1,0.68,0,0.315,False,True,reference_only_correct
7136,0,0,0.48333333333333334,0,0.23,True,True,both_correct
7137,0,1,0.53,0,0.335,False,True,reference_only_correct
7138,0,1,0.5266666666666666,0,0.325,False,True,reference_only_correct
7139,0,1,0.6,0,0.36,False,True,reference_only_correct
7140,0,1,0.5333333333333333,0,0.245,False,True,reference_only_correct
7141,0,0,0.48,0,0.3,True,True,both_correct
7142,0,0,0.4766666666666667,0,0.195,True,True,both_correct
7143,0,1,0.6418253968253969,0,0.495867647059,False,True,reference_only_correct
7144,0,1,0.5266666666666666,0,0.325,False,True,reference_only_correct
7145,0,1,0.51,0,0.315,False,True,reference_only_correct
7236,0,1,0.6866666666666666,0,0.305,False,True,reference_only_correct
7237,0,1,0.5133333333333333,0,0.18,False,True,reference_only_correct
7238,0,1,0.6533333333333333,0,0.26,False,True,reference_only_correct
7239,0,1,0.6533333333333333,0,0.325,False,True,reference_only_correct
7240,0,1,0.6766666666666666,0,0.23,False,True,reference_only_correct
7241,0,0,0.42,0,0.315,True,True,both_correct
7242,0,1,0.6,0,0.325,False,True,reference_only_correct
7306,0,1,0.5390476190476191,0,0.235,False,True,reference_only_correct
7307,0,1,0.72,1,0.905,False,False,both_wrong
7308,0,1,0.5533333333333333,1,0.85,False,False,both_wrong
7309,0,1,0.5366666666666666,0,0.31,False,True,reference_only_correct
7310,0,1,0.5766666666666667,0,0.17,False,True,reference_only_correct
7311,0,1,0.52,0,0.275,False,True,reference_only_correct
7312,0,1,0.5766666666666667,0,0.315,False,True,reference_only_correct
7313,0,0,0.35333333333333333,1,0.785,True,False,new_model_only_correct
7314,0,0,0.37333333333333335,0,0.39,True,True,both_correct
7315,0,0,0.3933333333333333,0,0.165,True,True,both_correct
7316,0,0,0.45666666666666667,1,0.64,True,False,new_model_only_correct
7317,0,0,0.4166666666666667,0,0.22,True,True,both_correct
7318,0,1,0.5966666666666667,0,0.225,False,True,reference_only_correct
7319,0,1,0.63,0,0.225,False,True,reference_only_correct
7320,0,0,0.2966666666666667,0,0.275,True,True,both_correct
7321,0,0,0.4666666666666667,0,0.16,True,True,both_correct
7322,0,0,0.43333333333333335,0,0.14,True,True,both_correct
7323,0,0,0.31666666666666665,1,0.585,True,False,new_model_only_correct
7369,0,1,0.5533333333333333,0,0.235,False,True,reference_only_correct
7370,0,1,0.5833333333333334,0,0.23,False,True,reference_only_correct
7371,0,0,0.48333333333333334,0,0.205,True,True,both_correct
7372,0,1,0.52,0,0.285,False,True,reference_only_correct
7373,0,1,0.5766666666666667,1,0.615,False,False,both_wrong
7374,0,0,0.47,0,0.275,True,True,both_correct
7375,0,1,0.63,0,0.325,False,True,reference_only_correct
7376,0,1,0.5066666666666667,1,0.66,False,False,both_wrong
7377,0,1,0.5966666666666667,0,0.21,False,True,reference_only_correct
7378,0,1,0.5833333333333334,0,0.255,False,True,reference_only_correct
7379,0,0,0.47,0,0.305,True,True,both_correct
7380,0,0,0.16666666666666666,0,0.235,True,True,both_correct
7460,0,0,0.42333333333333334,1,0.885,True,False,new_model_only_correct
7461,0,0,0.44666666666666666,0,0.315,True,True,both_correct
7537,0,1,0.72,0,0.255,False,True,reference_only_correct
7538,0,0,0.49666666666666665,0,0.1375,True,True,both_correct
7641,0,1,0.5233333333333333,1,0.875,False,False,both_wrong
7642,0,1,0.62,0,0.1295,False,True,reference_only_correct
7643,0,0,0.47333333333333333,0,0.271666666667,True,True,both_correct
7644,0,0,0.48333333333333334,0,0.28,True,True,both_correct
7645,0,0,0.41333333333333333,0,0.13,True,True,both_correct
7646,0,1,0.6166666666666667,0,0.26,False,True,reference_only_correct
7647,0,1,0.6466666666666666,0,0.29,False,True,reference_only_correct
7648,0,1,0.5166666666666667,1,0.83,False,False,both_wrong
7649,0,1,0.67,0,0.315,False,True,reference_only_correct
7751,0,1,0.53,0,0.27,False,True,reference_only_correct
7752,1,1,0.5733333333333334,1,0.9,True,True,both_correct
7753,1,1,0.69,1,0.9,True,True,both_correct
7754,1,0,0.5,1,0.87,False,True,reference_only_correct
7826,1,0,0.49666666666666665,1,0.71,False,True,reference_only_correct
7827,1,0,0.47333333333333333,1,0.835,False,True,reference_only_correct
7828,1,0,0.44666666666666666,1,0.93,False,True,reference_only_correct
7829,1,0,0.49,1,0.75,False,True,reference_only_correct
7830,1,1,0.5766666666666667,1,0.895,True,True,both_correct
7831,1,1,0.5366666666666666,1,0.89,True,True,both_correct
7832,1,0,0.43,1,0.91,False,True,reference_only_correct
7833,1,1,0.67,1,0.57,True,True,both_correct
7834,1,1,0.62,1,0.765,True,True,both_correct
7835,0,1,0.6933333333333334,1,0.905,False,False,both_wrong
7836,0,1,0.5033333333333333,0,0.175,False,True,reference_only_correct
7837,0,1,0.69,1,0.81,False,False,both_wrong
7838,0,1,0.5233333333333333,0,0.31,False,True,reference_only_correct
7839,0,1,0.6233333333333333,0,0.235,False,True,reference_only_correct
7915,1,1,0.5933333333333334,1,0.825,True,True,both_correct
7916,1,1,0.6233333333333333,1,0.79,True,True,both_correct
7917,1,0,0.45,1,0.95,False,True,reference_only_correct
7918,0,0,0.44333333333333336,0,0.245,True,True,both_correct
7919,0,1,0.5666666666666667,0,0.3,False,True,reference_only_correct
7920,0,0,0.42,1,0.675,True,False,new_model_only_correct
7921,0,0,0.44666666666666666,0,0.265,True,True,both_correct
7922,0,1,0.5066666666666667,1,0.575,False,False,both_wrong
7923,1,1,0.7633333333333333,1,1.0,True,True,both_correct
7924,1,1,0.5566666666666666,1,0.935,True,True,both_correct
7925,0,1,0.5366666666666666,1,0.505,False,False,both_wrong
7926,0,1,0.5033333333333333,0,0.38,False,True,reference_only_correct
7927,0,1,0.6533333333333333,0,0.165,False,True,reference_only_correct
7928,0,1,0.51,0,0.09,False,True,reference_only_correct
7929,0,1,0.51,0,0.22,False,True,reference_only_correct
7930,0,1,0.7066666666666667,0,0.26,False,True,reference_only_correct
7931,0,1,0.59,0,0.345,False,True,reference_only_correct
8005,1,0,0.44666666666666666,1,0.84,False,True,reference_only_correct
8006,1,1,0.5133333333333333,1,0.865,True,True,both_correct
8007,1,0,0.41,1,0.85,False,True,reference_only_correct
8008,1,1,0.5466666666666666,1,0.86,True,True,both_correct
8009,1,1,0.52,1,0.87,True,True,both_correct
8010,1,1,0.5866666666666667,1,0.88,True,True,both_correct
8011,1,1,0.5566666666666666,1,0.75,True,True,both_correct
8012,1,1,0.6366666666666667,1,0.91,True,True,both_correct
8013,1,1,0.5066666666666667,1,0.75,True,True,both_correct
8014,1,1,0.6266666666666667,1,0.935,True,True,both_correct
8015,1,1,0.55,1,0.95,True,True,both_correct
8016,1,1,0.51,1,0.79,True,True,both_correct
8017,1,1,0.5766666666666667,1,0.755,True,True,both_correct
8111,1,1,0.6233333333333333,1,0.705,True,True,both_correct
8112,1,1,0.6366666666666667,1,0.985,True,True,both_correct
8113,1,0,0.41,1,0.865,False,True,reference_only_correct
8114,1,0,0.41,1,0.765,False,True,reference_only_correct
8115,1,1,0.5466666666666666,1,0.645,True,True,both_correct
8116,1,0,0.4866666666666667,1,0.655,False,True,reference_only_correct
8117,1,1,0.5033333333333333,1,0.905,True,True,both_correct
8118,1,1,0.53,1,0.675,True,True,both_correct
8119,1,1,0.59,1,0.915,True,True,both_correct
8120,1,1,0.56,0,0.46,True,False,new_model_only_correct
8121,1,1,0.5933333333333334,1,0.82,True,True,both_correct
8122,1,1,0.5433333333333333,0,0.34125,True,False,new_model_only_correct
8123,1,1,0.67,1,0.925,True,True,both_correct
8124,1,1,0.6266666666666667,1,0.795,True,True,both_correct
8125,1,1,0.6033333333333334,1,0.89,True,True,both_correct
8126,1,1,0.5133333333333333,1,0.985,True,True,both_correct
8127,1,1,0.55,1,0.95,True,True,both_correct
8128,1,1,0.6066666666666667,1,0.825,True,True,both_correct
8129,0,0,0.38333333333333336,0,0.175,True,True,both_correct
8130,0,1,0.58,1,0.645,False,False,both_wrong
8131,0,1,0.57,0,0.175,False,True,reference_only_correct
8132,0,1,0.6966666666666667,0,0.24,False,True,reference_only_correct
8133,1,1,0.53,0,0.455,True,False,new_model_only_correct
8134,1,1,0.6433333333333333,1,0.935,True,True,both_correct
8135,0,0,0.44333333333333336,0,0.230445512821,True,True,both_correct
8136,0,1,0.6333333333333333,0,0.465,False,True,reference_only_correct
8137,0,0,0.48,0,0.265,True,True,both_correct
8138,0,1,0.5133333333333333,0,0.255,False,True,reference_only_correct
8139,0,1,0.6133333333333333,0,0.27,False,True,reference_only_correct
8140,0,1,0.5433333333333333,1,0.795,False,False,both_wrong
8141,0,1,0.64,0,0.155,False,True,reference_only_correct
8222,1,0,0.45666666666666667,1,0.825,False,True,reference_only_correct
8223,1,1,0.5166666666666667,1,0.935,True,True,both_correct
8224,1,0,0.4633333333333333,1,0.68,False,True,reference_only_correct
8225,1,1,0.5066666666666667,1,0.915,True,True,both_correct
8226,1,0,0.49333333333333335,1,0.81,False,True,reference_only_correct
8227,1,1,0.6466666666666666,1,0.815,True,True,both_correct
8228,1,1,0.5766666666666667,1,0.865,True,True,both_correct
8229,1,1,0.6833333333333333,1,0.975,True,True,both_correct
8230,1,1,0.6333333333333333,1,0.955,True,True,both_correct
8231,1,1,0.5966666666666667,1,0.92,True,True,both_correct
8232,1,1,0.5266666666666666,1,0.665,True,True,both_correct
8233,1,1,0.6366666666666667,1,0.82,True,True,both_correct
8234,1,1,0.7,1,0.955,True,True,both_correct
8235,1,1,0.5033333333333333,1,0.82,True,True,both_correct
8236,1,1,0.6466666666666666,1,0.925,True,True,both_correct
8237,1,1,0.54,1,0.95,True,True,both_correct
8238,1,1,0.5966666666666667,1,0.665,True,True,both_correct
8239,1,1,0.5366666666666666,1,0.78,True,True,both_correct
8240,1,1,0.5733333333333334,1,0.915,True,True,both_correct
8241,1,0,0.4666666666666667,1,0.915,False,True,reference_only_correct
8242,0,1,0.61,0,0.125,False,True,reference_only_correct
8243,0,1,0.5166666666666667,0,0.325,False,True,reference_only_correct
8244,0,1,0.59,0,0.275,False,True,reference_only_correct
8302,1,0,0.44333333333333336,1,0.795,False,True,reference_only_correct
8303,1,1,0.5133333333333333,1,0.98,True,True,both_correct
8304,1,1,0.5033333333333333,1,0.66,True,True,both_correct
8305,1,1,0.5266666666666666,0,0.345,True,False,new_model_only_correct
8306,1,1,0.5333333333333333,1,0.925,True,True,both_correct
8307,1,1,0.5733333333333334,1,0.855,True,True,both_correct
8308,1,1,0.58,1,0.925,True,True,both_correct
8309,1,1,0.5866666666666667,1,0.92,True,True,both_correct
8310,1,1,0.6433333333333333,1,0.97,True,True,both_correct
8311,1,0,0.43333333333333335,1,0.97,False,True,reference_only_correct
8312,1,1,0.7133333333333334,1,0.89,True,True,both_correct
8313,1,1,0.51,1,0.805,True,True,both_correct
8314,1,1,0.5666666666666667,1,0.885,True,True,both_correct
8315,1,1,0.67,1,0.665,True,True,both_correct
8316,1,1,0.6866666666666666,1,0.895,True,True,both_correct
8317,1,1,0.5733333333333334,1,0.805,True,True,both_correct
8318,1,1,0.6066666666666667,1,0.87,True,True,both_correct
8319,1,1,0.53,1,0.89,True,True,both_correct
8320,1,1,0.57,1,0.85,True,True,both_correct
8321,1,1,0.6166666666666667,1,0.865,True,True,both_correct
8322,1,1,0.5066666666666667,1,0.845,True,True,both_correct
8323,1,1,0.6066666666666667,1,0.8,True,True,both_correct
8324,1,0,0.49666666666666665,1,0.68,False,True,reference_only_correct
8325,1,1,0.5933333333333334,1,0.83,True,True,both_correct
8326,0,0,0.49,0,0.31,True,True,both_correct
8327,0,1,0.6866666666666666,0,0.195,False,True,reference_only_correct
8328,0,1,0.6166666666666667,0,0.4,False,True,reference_only_correct
8366,1,1,0.64,1,0.73,True,True,both_correct
8367,1,1,0.6233333333333333,1,0.595,True,True,both_correct
8368,1,1,0.5666666666666667,1,0.76,True,True,both_correct
8369,1,1,0.5766666666666667,1,0.97,True,True,both_correct
8370,1,1,0.6266666666666667,1,0.95,True,True,both_correct
8371,1,1,0.6166666666666667,1,0.57,True,True,both_correct
8372,1,1,0.65,1,0.855,True,True,both_correct
8373,0,0,0.3933333333333333,0,0.32,True,True,both_correct
8404,0,1,0.6066666666666667,0,0.15,False,True,reference_only_correct
8405,0,0,0.4666666666666667,0,0.135,True,True,both_correct
8406,0,1,0.7433333333333333,0,0.145,False,True,reference_only_correct
8407,0,1,0.6666666666666666,0,0.31,False,True,reference_only_correct
8408,0,1,0.6033333333333334,0,0.182,False,True,reference_only_correct
8409,0,1,0.5866666666666667,0,0.2,False,True,reference_only_correct
8410,1,1,0.5633333333333334,1,0.98,True,True,both_correct
8411,1,0,0.47,1,0.845,False,True,reference_only_correct
8412,1,1,0.67,1,0.84,True,True,both_correct
8413,1,1,0.6133333333333333,1,0.915,True,True,both_correct
8414,1,1,0.69,1,0.935,True,True,both_correct
8415,1,1,0.7166666666666667,1,0.945,True,True,both_correct
8416,1,1,0.6533333333333333,1,0.695,True,True,both_correct
8417,1,0,0.45,1,0.95,False,True,reference_only_correct
8418,1,1,0.59,1,0.93,True,True,both_correct
8419,1,1,0.62,1,0.945,True,True,both_correct
8420,1,1,0.6,1,0.83,True,True,both_correct
8421,1,1,0.59,1,0.565,True,True,both_correct
8422,1,1,0.6433333333333333,1,0.81452991453,True,True,both_correct
8423,1,1,0.5133333333333333,1,0.885,True,True,both_correct
8424,0,0,0.5,0,0.32,True,True,both_correct
8425,0,1,0.62,0,0.2045,False,True,reference_only_correct
8426,0,0,0.3933333333333333,0,0.3,True,True,both_correct
8427,0,0,0.33,0,0.3,True,True,both_correct
8428,0,0,0.23666666666666666,0,0.2,True,True,both_correct
8429,0,0,0.36,0,0.24,True,True,both_correct
8430,0,0,0.47,0,0.175,True,True,both_correct
8431,0,0,0.49,0,0.155,True,True,both_correct
8432,0,1,0.67,0,0.43,False,True,reference_only_correct
8433,0,1,0.59,0,0.249444444444,False,True,reference_only_correct
8455,1,1,0.55,1,0.68,True,True,both_correct
8456,1,1,0.5033333333333333,0,0.475,True,False,new_model_only_correct
8457,1,1,0.65,1,0.92,True,True,both_correct
8458,1,1,0.61,1,0.935,True,True,both_correct
8459,1,1,0.6433333333333333,1,0.815,True,True,both_correct
8460,1,1,0.5266666666666666,1,0.745,True,True,both_correct
8461,1,1,0.7633333333333333,1,0.905,True,True,both_correct
8462,1,1,0.5766666666666667,0,0.28,True,False,new_model_only_correct
8463,1,1,0.5133333333333333,1,0.795,True,True,both_correct
8464,1,1,0.6866666666666666,1,0.76,True,True,both_correct
8465,1,1,0.64,1,0.77,True,True,both_correct
8466,1,1,0.6633333333333333,1,0.875,True,True,both_correct
8467,1,1,0.5466666666666666,1,0.615,True,True,both_correct
8468,1,1,0.5933333333333334,1,0.8,True,True,both_correct
8469,1,1,0.61,1,0.885,True,True,both_correct
8470,1,1,0.6433333333333333,1,0.84,True,True,both_correct
8471,1,1,0.6533333333333333,1,0.975,True,True,both_correct
8472,0,0,0.47333333333333333,0,0.18,True,True,both_correct
8473,0,1,0.6066666666666667,0,0.25,False,True,reference_only_correct
8474,0,1,0.5333333333333333,0,0.17,False,True,reference_only_correct
8475,0,1,0.64,0,0.24,False,True,reference_only_correct
8476,0,0,0.4666666666666667,1,0.52,True,False,new_model_only_correct
8477,0,1,0.65,0,0.09,False,True,reference_only_correct
8478,0,1,0.57,0,0.33,False,True,reference_only_correct
8479,0,0,0.48,0,0.335,True,True,both_correct
8480,0,1,0.51,0,0.265,False,True,reference_only_correct
8481,0,1,0.51,1,0.685,False,False,both_wrong
8482,0,0,0.37,0,0.23,True,True,both_correct
8483,0,0,0.17333333333333334,0,0.145,True,True,both_correct
8484,0,0,0.30666666666666664,0,0.24,True,True,both_correct
8485,0,0,0.31333333333333335,0,0.145,True,True,both_correct
8486,0,0,0.44666666666666666,0,0.275,True,True,both_correct
8487,0,1,0.5833333333333334,0,0.305,False,True,reference_only_correct
8488,0,1,0.57,0,0.145,False,True,reference_only_correct
8489,0,1,0.5033333333333333,0,0.355,False,True,reference_only_correct
8490,0,1,0.6066666666666667,0,0.33,False,True,reference_only_correct
8517,1,0,0.44,1,0.775,False,True,reference_only_correct
8518,1,0,0.36666666666666664,1,0.86,False,True,reference_only_correct
8519,1,0,0.47333333333333333,1,0.805,False,True,reference_only_correct
8520,1,1,0.5033333333333333,1,0.915,True,True,both_correct
8521,1,1,0.6,1,0.855,True,True,both_correct
8522,1,1,0.5766666666666667,1,0.85,True,True,both_correct
8523,1,1,0.5266666666666666,1,0.965,True,True,both_correct
8524,1,1,0.6033333333333334,1,0.85,True,True,both_correct
8525,1,0,0.42,0,0.34,False,False,both_wrong
8526,1,1,0.6066666666666667,1,0.955,True,True,both_correct
8527,0,0,0.43333333333333335,0,0.165,True,True,both_correct
8528,0,0,0.3233333333333333,0,0.225,True,True,both_correct
8529,0,0,0.3433333333333333,0,0.485,True,True,both_correct
8530,0,0,0.2866666666666667,0,0.23,True,True,both_correct
8531,0,0,0.26666666666666666,0,0.18,True,True,both_correct
8532,0,0,0.38333333333333336,0,0.195,True,True,both_correct
8533,0,0,0.35,0,0.195,True,True,both_correct
8534,0,0,0.38666666666666666,0,0.07,True,True,both_correct
8535,1,1,0.51,1,0.875,True,True,both_correct
8536,1,1,0.5533333333333333,1,0.945,True,True,both_correct
8537,1,1,0.5766666666666667,1,0.955,True,True,both_correct
8538,1,1,0.5133333333333333,1,0.9,True,True,both_correct
8539,1,1,0.5133333333333333,1,0.765,True,True,both_correct
8540,0,1,0.5966666666666667,0,0.31,False,True,reference_only_correct
8541,0,1,0.58,0,0.36,False,True,reference_only_correct
8542,0,1,0.5466666666666666,0,0.26,False,True,reference_only_correct
8543,0,1,0.52,1,0.775,False,False,both_wrong
8544,0,1,0.6633333333333333,0,0.295,False,True,reference_only_correct
8545,0,0,0.45,0,0.34,True,True,both_correct
8546,0,0,0.41333333333333333,0,0.315,True,True,both_correct
8588,0,1,0.5766666666666667,0,0.265,False,True,reference_only_correct
8596,1,1,0.65,1,0.925,True,True,both_correct
8597,1,1,0.6033333333333334,1,0.955,True,True,both_correct
8598,1,1,0.6333333333333333,1,0.845,True,True,both_correct
8599,1,0,0.49,1,0.9,False,True,reference_only_correct
8600,1,0,0.5,1,0.855,False,True,reference_only_correct
8601,1,0,0.4533333333333333,1,0.97,False,True,reference_only_correct
8602,1,0,0.45666666666666667,1,0.96,False,True,reference_only_correct
8603,1,0,0.44333333333333336,1,0.792797619048,False,True,reference_only_correct
8604,1,1,0.5566666666666666,1,0.99,True,True,both_correct
8605,1,0,0.44,1,0.93,False,True,reference_only_correct
8606,1,1,0.5566666666666666,1,0.89,True,True,both_correct
8607,0,0,0.11,1,0.87,True,False,new_model_only_correct
8608,0,0,0.22,0,0.465,True,True,both_correct
8609,0,0,0.22666666666666666,1,0.86,True,False,new_model_only_correct
8610,0,0,0.22666666666666666,0,0.185,True,True,both_correct
8611,0,0,0.28,0,0.295,True,True,both_correct
8612,0,0,0.41,0,0.24,True,True,both_correct
8613,0,0,0.49333333333333335,0,0.37,True,True,both_correct
8614,0,1,0.5533333333333333,0,0.225,False,True,reference_only_correct
8615,0,0,0.45666666666666667,1,0.74,True,False,new_model_only_correct
8616,0,1,0.55,0,0.16,False,True,reference_only_correct
8617,0,1,0.5366666666666666,0,0.21,False,True,reference_only_correct
8618,0,1,0.58,0,0.295,False,True,reference_only_correct
8619,0,0,0.47,0,0.295,True,True,both_correct
8620,0,0,0.4533333333333333,0,0.35,True,True,both_correct
8621,0,1,0.5566666666666666,0,0.34,False,True,reference_only_correct
8656,0,1,0.67,0,0.34,False,True,reference_only_correct
8657,0,1,0.7,0,0.335,False,True,reference_only_correct
8658,0,1,0.5333333333333333,1,0.7,False,False,both_wrong
8659,1,1,0.686,1,0.93,True,True,both_correct
8660,1,1,0.5633333333333334,1,0.855,True,True,both_correct
8661,1,1,0.67,1,0.735,True,True,both_correct
8662,1,1,0.5933333333333334,1,0.925,True,True,both_correct
8663,1,1,0.5866666666666667,1,0.97,True,True,both_correct
8664,1,1,0.53,1,0.925,True,True,both_correct
8665,1,0,0.48333333333333334,1,0.975,False,True,reference_only_correct
8666,1,1,0.5666666666666667,1,0.905,True,True,both_correct
8667,1,1,0.59,1,0.845,True,True,both_correct
8668,1,1,0.5533333333333333,1,0.88,True,True,both_correct
8669,0,1,0.6733333333333333,0,0.27,False,True,reference_only_correct
8670,0,1,0.5766666666666667,0,0.3,False,True,reference_only_correct
8671,0,1,0.6166666666666667,1,0.685,False,False,both_wrong
8672,0,0,0.4766666666666667,0,0.325,True,True,both_correct
8673,0,1,0.5533333333333333,0,0.31,False,True,reference_only_correct
8674,0,0,0.4633333333333333,0,0.225,True,True,both_correct
8675,0,0,0.5,0,0.345,True,True,both_correct
8676,0,0,0.39,1,0.69,True,False,new_model_only_correct
8677,0,0,0.41,0,0.255,True,True,both_correct
8678,0,1,0.5366666666666666,1,0.84,False,False,both_wrong
8710,1,1,0.52,1,0.91,True,True,both_correct
8711,1,1,0.5933333333333334,1,0.97,True,True,both_correct
8712,1,0,0.4666666666666667,1,0.925,False,True,reference_only_correct
8713,1,1,0.6233333333333333,1,0.895,True,True,both_correct
8714,1,1,0.5666666666666667,1,0.89,True,True,both_correct
8715,1,1,0.6566666666666666,1,0.94,True,True,both_correct
8716,1,1,0.5133333333333333,1,0.86,True,True,both_correct
8717,1,1,0.6033333333333334,1,0.97,True,True,both_correct
8718,1,1,0.76,1,0.965,True,True,both_correct
8719,1,1,0.64,1,0.915,True,True,both_correct
8720,1,1,0.59,1,0.875,True,True,both_correct
8721,1,1,0.6033333333333334,1,0.97,True,True,both_correct
8722,1,1,0.6833333333333333,1,0.71,True,True,both_correct
8723,1,1,0.6333333333333333,1,0.92,True,True,both_correct
8724,1,1,0.65,1,0.955,True,True,both_correct
8725,1,1,0.5433333333333333,1,0.945,True,True,both_correct
8726,1,1,0.6,1,0.96,True,True,both_correct
8727,1,0,0.4533333333333333,1,0.81,False,True,reference_only_correct
8728,1,1,0.5566666666666666,1,0.82,True,True,both_correct
8729,1,1,0.7,1,0.9,True,True,both_correct
8730,1,0,0.5,1,0.81,False,True,reference_only_correct
8731,1,1,0.5033333333333333,1,0.79,True,True,both_correct
8732,1,0,0.47333333333333333,1,0.815,False,True,reference_only_correct
8733,1,1,0.55,1,0.8,True,True,both_correct
8734,1,0,0.3933333333333333,1,0.66,False,True,reference_only_correct
8735,1,1,0.55,1,0.985,True,True,both_correct
8736,1,0,0.46,1,0.905,False,True,reference_only_correct
8737,1,1,0.5033333333333333,1,0.525,True,True,both_correct
8738,1,1,0.5666666666666667,1,0.86,True,True,both_correct
8739,0,0,0.5,0,0.29,True,True,both_correct
8740,0,1,0.52,0,0.235,False,True,reference_only_correct
8741,0,0,0.49666666666666665,1,0.82,True,False,new_model_only_correct
8742,0,1,0.5533333333333333,0,0.345,False,True,reference_only_correct
8743,1,1,0.5133333333333333,1,0.605,True,True,both_correct
8744,1,1,0.6233333333333333,1,0.775,True,True,both_correct
8745,1,1,0.67,1,0.96,True,True,both_correct
8746,1,1,0.53,1,0.79,True,True,both_correct
8747,1,1,0.5466666666666666,1,0.975,True,True,both_correct
8748,1,1,0.6266666666666667,1,0.965,True,True,both_correct
8749,1,1,0.6733333333333333,1,1.0,True,True,both_correct
8750,0,1,0.53,0,0.315,False,True,reference_only_correct
8751,0,1,0.6733333333333333,1,0.695,False,False,both_wrong
8752,0,0,0.48,1,0.56,True,False,new_model_only_correct
